2025-09-01 23:39:27,216 - ProximalNewtonLBFGS: lam=80, memory=5, n_grid=200, basis_order=0, n_samples=3200, K=3201
2025-09-01 23:39:33,121 - Iter 210: obj=-4551.899767, change=8.33e-05, α=0.100, ‖θ[1:]‖₁=9.373, γ=187059.692, num_knots=425
2025-09-01 23:39:33,305 - Iter 220: obj=-4551.947272, change=7.14e-05, α=0.100, ‖θ[1:]‖₁=9.371, γ=185135.578, num_knots=423
2025-09-01 23:39:33,487 - Iter 230: obj=-4551.994491, change=5.93e-05, α=0.100, ‖θ[1:]‖₁=9.370, γ=182801.854, num_knots=422
2025-09-01 23:39:33,665 - Iter 240: obj=-4552.041644, change=4.93e-05, α=0.100, ‖θ[1:]‖₁=9.368, γ=179304.095, num_knots=422
2025-09-01 23:39:33,896 - Iter 250: obj=-4552.089015, change=4.10e-05, α=0.100, ‖θ[1:]‖₁=9.367, γ=174184.409, num_knots=422
2025-09-01 23:39:34,128 - Iter 260: obj=-4552.137470, change=3.39e-05, α=0.100, ‖θ[1:]‖₁=9.367, γ=166013.530, num_knots=422
2025-09-01 23:39:34,456 - Iter 270: obj=-4552.556366, change=3.41e-04, α=1.000, ‖θ[1:]‖₁=9.367, γ=32983.812, num_knots=408
2025-09-01 23:39:34,797 - Iter 280: obj=-4556.192823, change=3.24e-03, α=1.000, ‖θ[1:]‖₁=9.427, γ=22310.048, num_knots=377
2025-09-01 23:39:35,109 - Iter 290: obj=-4559.245870, change=3.71e-05, α=0.100, ‖θ[1:]‖₁=9.467, γ=375046.804, num_knots=355
2025-09-01 23:39:35,331 - Iter 300: obj=-4559.258955, change=3.60e-05, α=0.100, ‖θ[1:]‖₁=9.466, γ=357467.362, num_knots=355
2025-09-01 23:39:35,571 - Iter 310: obj=-4559.272633, change=3.48e-05, α=0.100, ‖θ[1:]‖₁=9.466, γ=339441.479, num_knots=355
2025-09-01 23:39:35,794 - Iter 320: obj=-4559.286992, change=3.37e-05, α=0.100, ‖θ[1:]‖₁=9.466, γ=320974.666, num_knots=355
2025-09-01 23:39:35,997 - Iter 330: obj=-4559.302137, change=3.22e-05, α=0.100, ‖θ[1:]‖₁=9.465, γ=298413.734, num_knots=355
2025-09-01 23:39:36,226 - Iter 340: obj=-4559.318444, change=3.08e-05, α=0.100, ‖θ[1:]‖₁=9.465, γ=271922.287, num_knots=355
2025-09-01 23:39:36,459 - Iter 350: obj=-4559.336153, change=2.98e-05, α=0.100, ‖θ[1:]‖₁=9.464, γ=249269.798, num_knots=355
2025-09-01 23:39:36,665 - Iter 360: obj=-4559.355396, change=2.88e-05, α=0.100, ‖θ[1:]‖₁=9.464, γ=227894.423, num_knots=355
2025-09-01 23:39:36,886 - Iter 370: obj=-4559.376431, change=2.78e-04, α=1.000, ‖θ[1:]‖₁=9.464, γ=206686.392, num_knots=354
2025-09-01 23:39:37,213 - Iter 380: obj=-4559.863538, change=7.58e-04, α=1.000, ‖θ[1:]‖₁=9.469, γ=2096.792, num_knots=351
2025-09-01 23:39:37,394 - Iter 390: obj=-4562.171549, change=8.15e-05, α=0.100, ‖θ[1:]‖₁=9.514, γ=193027.755, num_knots=336
2025-09-01 23:39:37,607 - Iter 400: obj=-4562.192736, change=7.36e-05, α=0.100, ‖θ[1:]‖₁=9.512, γ=190626.909, num_knots=336
2025-09-01 23:39:37,809 - Iter 410: obj=-4562.213812, change=6.63e-05, α=0.100, ‖θ[1:]‖₁=9.511, γ=188447.614, num_knots=336
2025-09-01 23:39:38,045 - Iter 420: obj=-4562.234819, change=5.97e-05, α=0.100, ‖θ[1:]‖₁=9.510, γ=186409.425, num_knots=336
2025-09-01 23:39:38,266 - Iter 430: obj=-4562.255797, change=5.36e-05, α=0.100, ‖θ[1:]‖₁=9.509, γ=184427.105, num_knots=336
