2025-09-01 09:54:58,989 - ProximalNewton: lam=0.75, n_grid=200, cd_sweeps=2, basis_order=1, n_samples=3200, K=3202
2025-09-01 09:55:07,534 - Iter   0: obj=0.000000, change=7.40e-01, α=1.000, ‖θ[1:]‖₁=2.333, num_selected_knots=2608
2025-09-01 09:55:10,933 - Iter   1: obj=-80.752060, change=2.33e-01, α=1.000, ‖θ[1:]‖₁=3.945, num_selected_knots=2532
2025-09-01 09:55:14,390 - Iter   2: obj=-90.277905, change=1.94e-01, α=1.000, ‖θ[1:]‖₁=5.110, num_selected_knots=2224
2025-09-01 09:55:17,868 - Iter   3: obj=-97.287565, change=1.15e-01, α=1.000, ‖θ[1:]‖₁=6.015, num_selected_knots=2447
2025-09-01 09:55:21,271 - Iter   4: obj=-99.505051, change=5.35e-02, α=1.000, ‖θ[1:]‖₁=6.732, num_selected_knots=2489
2025-09-01 09:55:24,591 - Iter   5: obj=-99.919163, change=1.96e-02, α=1.000, ‖θ[1:]‖₁=7.308, num_selected_knots=2408
2025-09-01 09:55:27,933 - Iter   6: obj=-99.986234, change=4.03e-02, α=1.000, ‖θ[1:]‖₁=7.812, num_selected_knots=2397
2025-09-01 09:55:31,167 - Iter   7: obj=-100.263071, change=5.64e-02, α=1.000, ‖θ[1:]‖₁=8.278, num_selected_knots=2394
2025-09-01 09:55:34,424 - Iter   8: obj=-100.861925, change=6.59e-02, α=1.000, ‖θ[1:]‖₁=8.724, num_selected_knots=2427
2025-09-01 09:55:37,742 - Iter   9: obj=-101.727969, change=7.01e-02, α=1.000, ‖θ[1:]‖₁=9.144, num_selected_knots=2411
2025-09-01 09:55:40,998 - Iter  10: obj=-102.741065, change=7.06e-02, α=1.000, ‖θ[1:]‖₁=9.539, num_selected_knots=2408
2025-09-01 09:55:44,561 - Iter  11: obj=-103.795015, change=6.87e-02, α=1.000, ‖θ[1:]‖₁=9.914, num_selected_knots=2420
2025-09-01 09:55:51,549 - Iter  12: obj=-104.808388, change=6.50e-02, α=1.000, ‖θ[1:]‖₁=10.257, num_selected_knots=2411
2025-09-01 09:55:56,184 - Iter  13: obj=-105.729255, change=6.04e-02, α=1.000, ‖θ[1:]‖₁=10.567, num_selected_knots=2388
2025-09-01 09:55:59,831 - Iter  14: obj=-106.531219, change=5.51e-02, α=1.000, ‖θ[1:]‖₁=10.844, num_selected_knots=2366
2025-09-01 09:56:08,242 - Iter  15: obj=-107.207470, change=4.95e-02, α=1.000, ‖θ[1:]‖₁=11.092, num_selected_knots=2338
2025-09-01 09:56:11,694 - Iter  16: obj=-107.762050, change=4.01e-02, α=1.000, ‖θ[1:]‖₁=11.347, num_selected_knots=2356
2025-09-01 09:56:15,277 - Iter  17: obj=-108.178737, change=3.45e-02, α=1.000, ‖θ[1:]‖₁=11.614, num_selected_knots=2364
2025-09-01 09:56:21,178 - Iter  18: obj=-108.474055, change=2.89e-02, α=1.000, ‖θ[1:]‖₁=11.860, num_selected_knots=2408
2025-09-01 09:56:24,651 - Iter  19: obj=-108.691904, change=2.35e-02, α=1.000, ‖θ[1:]‖₁=12.078, num_selected_knots=2403
2025-09-01 09:56:32,432 - Iter  20: obj=-108.851260, change=1.85e-02, α=1.000, ‖θ[1:]‖₁=12.273, num_selected_knots=2426
2025-09-01 09:56:35,710 - Iter  21: obj=-108.967195, change=1.39e-02, α=1.000, ‖θ[1:]‖₁=12.444, num_selected_knots=2424
2025-09-01 09:56:39,081 - Iter  22: obj=-109.052137, change=1.37e-02, α=1.000, ‖θ[1:]‖₁=12.592, num_selected_knots=2428
2025-09-01 09:56:42,384 - Iter  23: obj=-109.117621, change=1.38e-02, α=1.000, ‖θ[1:]‖₁=12.719, num_selected_knots=2421
2025-09-01 09:56:45,619 - Iter  24: obj=-109.171347, change=1.37e-02, α=1.000, ‖θ[1:]‖₁=12.827, num_selected_knots=2415
2025-09-01 09:56:48,983 - Iter  25: obj=-109.220384, change=1.48e-02, α=1.000, ‖θ[1:]‖₁=12.916, num_selected_knots=2412
2025-09-01 09:56:52,329 - Iter  26: obj=-109.268798, change=1.33e-02, α=1.000, ‖θ[1:]‖₁=12.990, num_selected_knots=2425
2025-09-01 09:56:55,801 - Iter  27: obj=-109.319552, change=1.66e-02, α=1.000, ‖θ[1:]‖₁=13.049, num_selected_knots=2425
2025-09-01 09:56:59,114 - Iter  28: obj=-109.374565, change=1.07e-02, α=1.000, ‖θ[1:]‖₁=13.096, num_selected_knots=2404
2025-09-01 09:57:07,090 - Iter  29: obj=-109.435943, change=1.28e-02, α=1.000, ‖θ[1:]‖₁=13.130, num_selected_knots=2390
2025-09-01 09:57:10,509 - Iter  30: obj=-109.503778, change=1.46e-02, α=1.000, ‖θ[1:]‖₁=13.154, num_selected_knots=2373
2025-09-01 09:57:14,298 - Iter  31: obj=-109.578479, change=1.34e-02, α=1.000, ‖θ[1:]‖₁=13.170, num_selected_knots=2350
2025-09-01 09:57:22,101 - Iter  32: obj=-109.659623, change=1.89e-02, α=1.000, ‖θ[1:]‖₁=13.177, num_selected_knots=2314
2025-09-01 09:57:25,482 - Iter  33: obj=-109.747514, change=1.48e-02, α=1.000, ‖θ[1:]‖₁=13.176, num_selected_knots=2293
2025-09-01 09:57:28,786 - Iter  34: obj=-109.840358, change=1.55e-02, α=1.000, ‖θ[1:]‖₁=13.167, num_selected_knots=2251
2025-09-01 09:57:32,125 - Iter  35: obj=-109.937938, change=1.60e-02, α=1.000, ‖θ[1:]‖₁=13.153, num_selected_knots=2217
2025-09-01 09:57:35,460 - Iter  36: obj=-110.039201, change=1.67e-02, α=1.000, ‖θ[1:]‖₁=13.133, num_selected_knots=2195
2025-09-01 09:57:38,842 - Iter  37: obj=-110.143571, change=1.66e-02, α=1.000, ‖θ[1:]‖₁=13.128, num_selected_knots=2135
2025-09-01 09:57:42,509 - Iter  38: obj=-110.234845, change=1.86e-02, α=1.000, ‖θ[1:]‖₁=13.119, num_selected_knots=2071
2025-09-01 09:57:46,081 - Iter  39: obj=-110.327235, change=1.70e-02, α=1.000, ‖θ[1:]‖₁=13.107, num_selected_knots=2020
2025-09-01 09:57:49,611 - Iter  40: obj=-110.421862, change=1.92e-02, α=1.000, ‖θ[1:]‖₁=13.091, num_selected_knots=1970
2025-09-01 09:57:57,485 - Iter  41: obj=-110.519430, change=2.13e-02, α=1.000, ‖θ[1:]‖₁=13.073, num_selected_knots=1912
2025-09-01 09:58:00,665 - Iter  42: obj=-110.617829, change=1.67e-02, α=1.000, ‖θ[1:]‖₁=13.052, num_selected_knots=1854
2025-09-01 09:58:03,854 - Iter  43: obj=-110.714818, change=1.64e-02, α=1.000, ‖θ[1:]‖₁=13.028, num_selected_knots=1812
2025-09-01 09:58:07,138 - Iter  44: obj=-110.809339, change=2.06e-02, α=1.000, ‖θ[1:]‖₁=13.002, num_selected_knots=1744
2025-09-01 09:58:10,360 - Iter  45: obj=-110.901250, change=2.05e-02, α=1.000, ‖θ[1:]‖₁=12.974, num_selected_knots=1677
2025-09-01 09:58:16,689 - Iter  46: obj=-110.990113, change=1.51e-02, α=1.000, ‖θ[1:]‖₁=12.944, num_selected_knots=1617
2025-09-01 09:58:19,957 - Iter  47: obj=-111.076062, change=2.01e-02, α=1.000, ‖θ[1:]‖₁=12.912, num_selected_knots=1547
2025-09-01 09:58:23,160 - Iter  48: obj=-111.158063, change=1.42e-02, α=1.000, ‖θ[1:]‖₁=12.881, num_selected_knots=1501
2025-09-01 09:58:26,349 - Iter  49: obj=-111.234600, change=1.96e-02, α=1.000, ‖θ[1:]‖₁=12.848, num_selected_knots=1457
2025-09-01 09:58:29,515 - Iter  50: obj=-111.306586, change=1.31e-02, α=1.000, ‖θ[1:]‖₁=12.815, num_selected_knots=1419
2025-09-01 09:58:32,702 - Iter  51: obj=-111.374974, change=1.26e-02, α=1.000, ‖θ[1:]‖₁=12.781, num_selected_knots=1365
2025-09-01 09:58:35,854 - Iter  52: obj=-111.439822, change=1.52e-02, α=1.000, ‖θ[1:]‖₁=12.747, num_selected_knots=1317
2025-09-01 09:58:39,088 - Iter  53: obj=-111.502170, change=1.89e-02, α=1.000, ‖θ[1:]‖₁=12.726, num_selected_knots=1477
2025-09-01 09:58:42,335 - Iter  54: obj=-111.561105, change=1.04e-02, α=1.000, ‖θ[1:]‖₁=12.706, num_selected_knots=1462
2025-09-01 09:58:45,529 - Iter  55: obj=-111.615201, change=1.04e-02, α=1.000, ‖θ[1:]‖₁=12.686, num_selected_knots=1433
2025-09-01 09:58:48,742 - Iter  56: obj=-111.667281, change=1.51e-02, α=1.000, ‖θ[1:]‖₁=12.666, num_selected_knots=1413
2025-09-01 09:58:52,262 - Iter  57: obj=-111.716504, change=8.61e-03, α=1.000, ‖θ[1:]‖₁=12.643, num_selected_knots=1377
2025-09-01 09:58:56,090 - Iter  58: obj=-111.764117, change=1.18e-02, α=1.000, ‖θ[1:]‖₁=12.617, num_selected_knots=1324
2025-09-01 09:58:59,380 - Iter  59: obj=-111.810609, change=1.80e-02, α=1.000, ‖θ[1:]‖₁=12.589, num_selected_knots=1268
2025-09-01 09:59:02,625 - Iter  60: obj=-111.855909, change=1.34e-02, α=1.000, ‖θ[1:]‖₁=12.565, num_selected_knots=1300
2025-09-01 09:59:05,891 - Iter  61: obj=-111.899023, change=1.39e-02, α=1.000, ‖θ[1:]‖₁=12.536, num_selected_knots=1246
2025-09-01 09:59:09,156 - Iter  62: obj=-111.942990, change=1.51e-02, α=1.000, ‖θ[1:]‖₁=12.506, num_selected_knots=1217
2025-09-01 09:59:12,588 - Iter  63: obj=-111.986811, change=1.72e-02, α=1.000, ‖θ[1:]‖₁=12.475, num_selected_knots=1157
2025-09-01 09:59:15,826 - Iter  64: obj=-112.029929, change=1.70e-02, α=1.000, ‖θ[1:]‖₁=12.446, num_selected_knots=1089
2025-09-01 09:59:19,049 - Iter  65: obj=-112.069906, change=1.12e-02, α=1.000, ‖θ[1:]‖₁=12.430, num_selected_knots=1079
2025-09-01 09:59:22,301 - Iter  66: obj=-112.098538, change=1.00e-02, α=1.000, ‖θ[1:]‖₁=12.415, num_selected_knots=1075
2025-09-01 09:59:25,559 - Iter  67: obj=-112.126461, change=8.04e-03, α=1.000, ‖θ[1:]‖₁=12.399, num_selected_knots=1062
2025-09-01 09:59:28,775 - Iter  68: obj=-112.153428, change=1.21e-02, α=1.000, ‖θ[1:]‖₁=12.384, num_selected_knots=1040
2025-09-01 09:59:31,990 - Iter  69: obj=-112.179731, change=1.54e-02, α=1.000, ‖θ[1:]‖₁=12.368, num_selected_knots=1023
2025-09-01 09:59:35,243 - Iter  70: obj=-112.205382, change=8.30e-03, α=1.000, ‖θ[1:]‖₁=12.353, num_selected_knots=1009
2025-09-01 09:59:38,517 - Iter  71: obj=-112.230166, change=1.41e-02, α=1.000, ‖θ[1:]‖₁=12.338, num_selected_knots=999
2025-09-01 09:59:41,725 - Iter  72: obj=-112.254571, change=1.17e-02, α=1.000, ‖θ[1:]‖₁=12.322, num_selected_knots=980
2025-09-01 09:59:44,955 - Iter  73: obj=-112.278540, change=1.37e-02, α=1.000, ‖θ[1:]‖₁=12.307, num_selected_knots=967
2025-09-01 09:59:48,222 - Iter  74: obj=-112.301764, change=1.09e-02, α=1.000, ‖θ[1:]‖₁=12.292, num_selected_knots=954
2025-09-01 09:59:54,516 - Iter  75: obj=-112.324290, change=1.19e-02, α=1.000, ‖θ[1:]‖₁=12.278, num_selected_knots=955
2025-09-01 09:59:57,708 - Iter  76: obj=-112.346220, change=1.03e-02, α=1.000, ‖θ[1:]‖₁=12.264, num_selected_knots=946
2025-09-01 10:00:01,053 - Iter  77: obj=-112.367700, change=1.40e-02, α=1.000, ‖θ[1:]‖₁=12.249, num_selected_knots=934
2025-09-01 10:00:04,237 - Iter  78: obj=-112.389175, change=1.56e-02, α=1.000, ‖θ[1:]‖₁=12.235, num_selected_knots=930
2025-09-01 10:00:07,460 - Iter  79: obj=-112.410290, change=1.53e-02, α=1.000, ‖θ[1:]‖₁=12.222, num_selected_knots=921
2025-09-01 10:00:10,720 - Iter  80: obj=-112.430901, change=9.32e-03, α=1.000, ‖θ[1:]‖₁=12.208, num_selected_knots=907
2025-09-01 10:00:14,122 - Iter  81: obj=-112.451111, change=1.08e-02, α=1.000, ‖θ[1:]‖₁=12.195, num_selected_knots=903
2025-09-01 10:00:17,313 - Iter  82: obj=-112.471026, change=1.03e-02, α=1.000, ‖θ[1:]‖₁=12.182, num_selected_knots=889
2025-09-01 10:00:20,517 - Iter  83: obj=-112.490540, change=1.49e-02, α=1.000, ‖θ[1:]‖₁=12.169, num_selected_knots=881
2025-09-01 10:00:23,757 - Iter  84: obj=-112.509879, change=1.47e-02, α=1.000, ‖θ[1:]‖₁=12.157, num_selected_knots=873
2025-09-01 10:00:26,979 - Iter  85: obj=-112.529040, change=1.26e-02, α=1.000, ‖θ[1:]‖₁=12.145, num_selected_knots=859
2025-09-01 10:00:30,177 - Iter  86: obj=-112.547847, change=1.36e-02, α=1.000, ‖θ[1:]‖₁=12.133, num_selected_knots=855
2025-09-01 10:00:33,380 - Iter  87: obj=-112.566047, change=1.42e-02, α=1.000, ‖θ[1:]‖₁=12.121, num_selected_knots=847
2025-09-01 10:00:36,597 - Iter  88: obj=-112.583899, change=9.68e-03, α=1.000, ‖θ[1:]‖₁=12.109, num_selected_knots=832
2025-09-01 10:00:39,830 - Iter  89: obj=-112.601537, change=1.43e-02, α=1.000, ‖θ[1:]‖₁=12.098, num_selected_knots=828
2025-09-01 10:00:43,022 - Iter  90: obj=-112.619182, change=1.15e-02, α=1.000, ‖θ[1:]‖₁=12.087, num_selected_knots=825
2025-09-01 10:00:46,247 - Iter  91: obj=-112.636332, change=1.35e-02, α=1.000, ‖θ[1:]‖₁=12.078, num_selected_knots=812
2025-09-01 10:00:49,495 - Iter  92: obj=-112.653136, change=1.34e-02, α=1.000, ‖θ[1:]‖₁=12.069, num_selected_knots=808
2025-09-01 10:00:57,026 - Iter  93: obj=-112.669574, change=8.78e-03, α=1.000, ‖θ[1:]‖₁=12.060, num_selected_knots=800
2025-09-01 10:01:00,455 - Iter  94: obj=-112.685916, change=1.35e-02, α=1.000, ‖θ[1:]‖₁=12.052, num_selected_knots=795
2025-09-01 10:01:03,684 - Iter  95: obj=-112.702259, change=1.34e-02, α=1.000, ‖θ[1:]‖₁=12.043, num_selected_knots=798
2025-09-01 10:01:06,869 - Iter  96: obj=-112.718411, change=8.60e-03, α=1.000, ‖θ[1:]‖₁=12.035, num_selected_knots=797
2025-09-01 10:01:10,178 - Iter  97: obj=-112.734366, change=1.31e-02, α=1.000, ‖θ[1:]‖₁=12.027, num_selected_knots=790
2025-09-01 10:01:14,495 - Iter  98: obj=-112.750102, change=7.40e-03, α=1.000, ‖θ[1:]‖₁=12.019, num_selected_knots=775
2025-09-01 10:01:18,326 - Iter  99: obj=-112.765757, change=1.12e-02, α=1.000, ‖θ[1:]‖₁=12.011, num_selected_knots=769
2025-09-01 10:01:25,637 - Iter 100: obj=-112.781678, change=1.20e-02, α=1.000, ‖θ[1:]‖₁=12.003, num_selected_knots=744
2025-09-01 10:01:28,773 - Iter 101: obj=-112.794915, change=8.82e-03, α=1.000, ‖θ[1:]‖₁=11.996, num_selected_knots=723
2025-09-01 10:01:31,904 - Iter 102: obj=-112.806020, change=1.11e-02, α=1.000, ‖θ[1:]‖₁=11.989, num_selected_knots=720
2025-09-01 10:01:35,044 - Iter 103: obj=-112.816832, change=1.02e-02, α=1.000, ‖θ[1:]‖₁=11.983, num_selected_knots=704
2025-09-01 10:01:38,181 - Iter 104: obj=-112.827708, change=1.32e-02, α=1.000, ‖θ[1:]‖₁=11.977, num_selected_knots=709
2025-09-01 10:01:41,292 - Iter 105: obj=-112.838308, change=8.34e-03, α=1.000, ‖θ[1:]‖₁=11.972, num_selected_knots=715
2025-09-01 10:01:44,552 - Iter 106: obj=-112.848650, change=1.29e-02, α=1.000, ‖θ[1:]‖₁=11.967, num_selected_knots=720
2025-09-01 10:01:47,924 - Iter 107: obj=-112.858693, change=1.28e-02, α=1.000, ‖θ[1:]‖₁=11.962, num_selected_knots=725
2025-09-01 10:01:51,333 - Iter 108: obj=-112.868475, change=1.27e-02, α=1.000, ‖θ[1:]‖₁=11.958, num_selected_knots=730
2025-09-01 10:01:54,621 - Iter 109: obj=-112.878137, change=1.06e-02, α=1.000, ‖θ[1:]‖₁=11.954, num_selected_knots=728
2025-09-01 10:01:58,258 - Iter 110: obj=-112.887731, change=9.59e-03, α=1.000, ‖θ[1:]‖₁=11.951, num_selected_knots=723
2025-09-01 10:02:01,481 - Iter 111: obj=-112.897256, change=9.70e-03, α=1.000, ‖θ[1:]‖₁=11.948, num_selected_knots=719
2025-09-01 10:02:04,717 - Iter 112: obj=-112.906807, change=1.20e-02, α=1.000, ‖θ[1:]‖₁=11.944, num_selected_knots=715
2025-09-01 10:02:11,617 - Iter 113: obj=-112.916168, change=1.24e-02, α=1.000, ‖θ[1:]‖₁=11.941, num_selected_knots=720
2025-09-01 10:02:14,839 - Iter 114: obj=-112.925167, change=1.23e-02, α=1.000, ‖θ[1:]‖₁=11.939, num_selected_knots=721
